avpt,CCO,perFo
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.25,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.5,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
0.75,0,0.25
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.25,0,0.5
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.5,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,0,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
1.75,8,0.75
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.25,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.5,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
2.75,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.25,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
3.5,8,1
