mod,nAg,rRep,rOr,rAt,CCO,isolated,avgA2A
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.03889597820284
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.05289628504841
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.139701586588925
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.083543344079654
V,12,0.01,0.12,0.15,4,0.416666666666667,0.279654235992864
V,12,0.01,0.12,0.15,3,0.166666666666667,0.215256063543098
V,12,0.01,0.12,0.15,5,0.333333333333333,0.177240822438309
V,12,0.01,0.12,0.15,3,0,0.046928242503318
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.085945699718118
V,12,0.01,0.12,0.15,4,0.333333333333333,0.202648771980015
V,12,0.01,0.12,0.15,2,0.416666666666667,0.201412781307867
V,12,0.01,0.12,0.15,3,0.25,0.161815261951833
V,12,0.01,0.12,0.15,4,0.25,0.059765690047731
V,12,0.01,0.12,0.15,5,0.166666666666667,0.077115681795067
V,12,0.01,0.12,0.15,4,0.0833333333333333,0.055187241825447
V,12,0.01,0.12,0.15,4,0.25,0.034230136041912
V,12,0.01,0.12,0.15,4,0.25,0.123388105489643
V,12,0.01,0.12,0.15,5,0.166666666666667,0.04181699274905
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.038088622191965
V,12,0.01,0.12,0.15,4,0.166666666666667,0.131721011444396
V,12,0.01,0.12,0.15,5,0.25,0.0265728428663
V,12,0.01,0.12,0.15,5,0.0833333333333333,0.07015108874275
V,12,0.01,0.12,0.15,4,0.333333333333333,0.105990208071372
V,12,0.01,0.12,0.15,5,0.166666666666667,0.063866057865937
V,12,0.01,0.12,0.15,4,0.333333333333333,0.074879080205231
V,12,0.01,0.12,0.15,5,0.166666666666667,0.041995332142777
V,15,0.01,0.12,0.15,6,0.133333333333333,0.121494316574919
V,15,0.01,0.12,0.15,6,0,0.030073953832923
V,15,0.01,0.12,0.15,4,0.2,0.16382752859581
V,15,0.01,0.12,0.15,5,0.133333333333333,0.127196393921894
V,15,0.01,0.12,0.15,4,0.133333333333333,0.035917495454834
V,15,0.01,0.12,0.15,6,0.133333333333333,0.057702615684875
V,15,0.01,0.12,0.15,4,0.333333333333333,0.098989312127113
V,15,0.01,0.12,0.15,5,0.133333333333333,0.116465812553966
V,15,0.01,0.12,0.15,6,0.0666666666666667,0.081008668381706
V,15,0.01,0.12,0.15,3,0.266666666666667,0.082900009339417
V,15,0.01,0.12,0.15,4,0.133333333333333,0.066244360000302
V,15,0.01,0.12,0.15,5,0,0.065510093479286
V,15,0.01,0.12,0.15,4,0.266666666666667,0.0323279174369
V,15,0.01,0.12,0.15,4,0.2,0.081454533019004
V,15,0.01,0.12,0.15,5,0,0.040630107065723
V,15,0.01,0.12,0.15,5,0.133333333333333,0.072524573594846
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.08514652151555
V,15,0.01,0.12,0.15,5,0.333333333333333,0.050872524205513
V,15,0.01,0.12,0.15,5,0.333333333333333,0.07455178362305
V,15,0.01,0.12,0.15,5,0.2,0.05562901533297
V,15,0.01,0.12,0.15,4,0.2,0.061880277575369
V,15,0.01,0.12,0.15,4,0.2,0.084620123087314
V,15,0.01,0.12,0.15,3,0.133333333333333,0.180299917435834
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.048484258459658
V,15,0.01,0.12,0.15,6,0.266666666666667,0.11198251744092
V,15,0.01,0.12,0.15,4,0,0.045312606703048
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.053840613811614
V,15,0.01,0.12,0.15,3,0.2,0.120651986730099
V,15,0.01,0.12,0.15,5,0.266666666666667,0.083497585794415
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.034922129841408
V,15,0.01,0.12,0.15,4,0.133333333333333,0.112521459246882
V,15,0.01,0.12,0.15,6,0.266666666666667,0.041529881196857
V,15,0.01,0.12,0.15,5,0.2,0.042439848004427
V,15,0.01,0.12,0.15,4,0.266666666666667,0.144453720126709
V,15,0.01,0.12,0.15,5,0.133333333333333,0.066767727463436
V,15,0.01,0.12,0.15,4,0.333333333333333,0.142932384258077
V,15,0.01,0.12,0.15,4,0.2,0.092389264398349
V,15,0.01,0.12,0.15,6,0.2,0.049647651699387
V,15,0.01,0.12,0.15,5,0.266666666666667,0.043242708959431
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.04107659394549
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.052657152295
V,15,0.01,0.12,0.15,4,0.133333333333333,0.094674749117039
V,15,0.01,0.12,0.15,5,0.133333333333333,0.100703389055738
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.028335224592715
V,15,0.01,0.12,0.15,3,0.133333333333333,0.04550111822698
V,15,0.01,0.12,0.15,4,0.266666666666667,0.150962641898385
V,15,0.01,0.12,0.15,5,0.333333333333333,0.103673060962828
V,15,0.01,0.12,0.15,4,0.266666666666667,0.11583693760919
V,15,0.01,0.12,0.15,3,0.4,0.176660428338838
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.051410074782774
V,15,0.01,0.12,0.15,4,0.2,0.069707701982335
V,15,0.01,0.12,0.15,5,0.133333333333333,0.06905552322533
V,15,0.01,0.12,0.15,4,0.2,0.098051577872152
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.034921026211834
V,15,0.01,0.12,0.15,5,0.133333333333333,0.069148751270748
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.041991581058142
V,15,0.01,0.12,0.15,6,0,0.076279703154088
V,15,0.01,0.12,0.15,6,0.333333333333333,0.050666994899272
V,15,0.01,0.12,0.15,4,0.266666666666667,0.095820793138157
V,15,0.01,0.12,0.15,4,0.133333333333333,0.219374092177631
V,15,0.01,0.12,0.15,4,0.133333333333333,0.090156751993788
V,15,0.01,0.12,0.15,5,0.133333333333333,0.114297542017455
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.043870827186131
V,15,0.01,0.12,0.15,3,0.4,0.10321012033841
V,15,0.01,0.12,0.15,5,0.266666666666667,0.087267421345134
V,15,0.01,0.12,0.15,4,0.266666666666667,0.051751748010246
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.069507202205024
V,15,0.01,0.12,0.15,5,0.133333333333333,0.078725717084382
V,15,0.01,0.12,0.15,6,0.266666666666667,0.048587271677202
V,15,0.01,0.12,0.15,6,0.0666666666666667,0.05058871035863
V,15,0.01,0.12,0.15,4,0.2,0.146169377326011
V,15,0.01,0.12,0.15,6,0.0666666666666667,0.052860230771571
V,15,0.01,0.12,0.15,4,0.2,0.10575285971998
V,15,0.01,0.12,0.15,4,0.333333333333333,0.18462619301374
V,15,0.01,0.12,0.15,4,0.133333333333333,0.06455988952943
V,15,0.01,0.12,0.15,5,0.266666666666667,0.188208706273843
V,15,0.01,0.12,0.15,6,0.133333333333333,0.032479652300635
V,15,0.01,0.12,0.15,4,0.133333333333333,0.065431088038337
V,15,0.01,0.12,0.15,3,0.0666666666666667,0.07970078053997
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.119911544216569
V,15,0.01,0.12,0.15,5,0,0.056596480077078
V,15,0.01,0.12,0.15,7,0.133333333333333,0.022307970226259
V,15,0.01,0.12,0.15,4,0.133333333333333,0.076722541144514
V,15,0.01,0.12,0.15,3,0.266666666666667,0.198569267588967
V,15,0.01,0.12,0.15,4,0.266666666666667,0.12368773798729
V,15,0.01,0.12,0.15,6,0.0666666666666667,0.121307416442281
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.053781233406339
V,15,0.01,0.12,0.15,5,0.2,0.094899844818266
V,15,0.01,0.12,0.15,5,0.266666666666667,0.046180971799892
V,15,0.01,0.12,0.15,3,0.266666666666667,0.094233603095565
V,15,0.01,0.12,0.15,5,0.466666666666667,0.152446443548837
V,15,0.01,0.12,0.15,4,0.333333333333333,0.153250621375816
V,15,0.01,0.12,0.15,3,0.133333333333333,0.288514704072108
V,15,0.01,0.12,0.15,3,0.133333333333333,0.129022879844075
V,15,0.01,0.12,0.15,5,0.133333333333333,0.122157406867983
V,15,0.01,0.12,0.15,4,0.0666666666666667,0.042273130118523
V,15,0.01,0.12,0.15,5,0,0.023986811817977
V,15,0.01,0.12,0.15,4,0.4,0.075855999580291
V,15,0.01,0.12,0.15,3,0.2,0.131639193315524
V,15,0.01,0.12,0.15,5,0.0666666666666667,0.146959716107298
V,8,0.01,0.12,0.15,4,0.5,0.048062621535127
V,8,0.01,0.12,0.15,4,0,0.019948826616495
V,8,0.01,0.12,0.15,3,0.25,0.205219876899439
V,8,0.01,0.12,0.15,2,0.125,0.065551700893364
V,8,0.01,0.12,0.15,4,0.25,0.024714348139618
V,8,0.01,0.12,0.15,3,0.25,0.061064554649132
V,8,0.01,0.12,0.15,4,0.25,0.117524057309332
V,8,0.01,0.12,0.15,3,0.625,0.193816007981997
V,8,0.01,0.12,0.15,3,0.375,0.192932630849208
V,8,0.01,0.12,0.15,3,0.5,0.079474609982656
V,8,0.01,0.12,0.15,4,0.125,0.118029690558618
V,8,0.01,0.12,0.15,3,0.125,0.113621227271589
V,8,0.01,0.12,0.15,2,0.625,0.246223221515511
V,8,0.01,0.12,0.15,3,0.5,0.229283754433009
V,8,0.01,0.12,0.15,4,0.125,0.067084627041958
V,8,0.01,0.12,0.15,3,0.25,0.17205689775889
V,8,0.01,0.12,0.15,3,0.375,0.19781780333273
V,8,0.01,0.12,0.15,2,0.5,0.124659161777548
V,8,0.01,0.12,0.15,4,0,0.028112576487051
V,8,0.01,0.12,0.15,4,0.375,0.050088355618365
V,8,0.01,0.12,0.15,3,0.375,0.14959880466331
V,8,0.01,0.12,0.15,2,0.25,0.307692798661168
V,8,0.01,0.12,0.15,4,0.125,0.027459202781021
V,8,0.01,0.12,0.15,4,0.125,0.051879625768901
V,8,0.01,0.12,0.15,2,0.25,0.093715105483242
V,8,0.01,0.12,0.15,3,0.375,0.086739801348978
V,8,0.01,0.12,0.15,4,0.25,0.069295100075028
V,8,0.01,0.12,0.15,4,0.375,0.079377992558819
V,8,0.01,0.12,0.15,2,0.25,0.094271267026543
V,8,0.01,0.12,0.15,4,0,0.053090018001845
V,8,0.01,0.12,0.15,3,0.375,0.198478985510973
V,8,0.01,0.12,0.15,5,0,0.037708893317829
V,8,0.01,0.12,0.15,3,0.375,0.322755079317576
V,8,0.01,0.12,0.15,4,0.125,0.042132242961088
V,8,0.01,0.12,0.15,2,0.125,0.2359575670464
V,8,0.01,0.12,0.15,4,0.125,0.147157204479322
V,8,0.01,0.12,0.15,4,0.125,0.062404028002742
V,8,0.01,0.12,0.15,3,0.5,0.114295926846723
V,8,0.01,0.12,0.15,4,0,0.018331531823859
V,8,0.01,0.12,0.15,3,0.25,0.076412103991107
V,8,0.01,0.12,0.15,4,0.25,0.056383432677142
V,8,0.01,0.12,0.15,5,0.125,0.047062116276212
V,8,0.01,0.12,0.15,3,0.375,0.096927645840621
V,8,0.01,0.12,0.15,3,0.375,0.228852357223261
V,8,0.01,0.12,0.15,3,0.25,0.046003346526322
V,8,0.01,0.12,0.15,3,0.5,0.104673009747675
V,8,0.01,0.12,0.15,3,0.375,0.280594218566887
V,8,0.01,0.12,0.15,4,0.25,0.068422345883195
V,8,0.01,0.12,0.15,2,0.375,0.166448002917406
V,8,0.01,0.12,0.15,3,0.5,0.053682348115422
V,8,0.01,0.12,0.15,3,0.375,0.132576887219127
V,8,0.01,0.12,0.15,2,0.5,0.224128161512346
V,8,0.01,0.12,0.15,3,0.125,0.048019915421162
V,8,0.01,0.12,0.15,4,0,0.047122488593213
V,8,0.01,0.12,0.15,3,0.375,0.234185169990737
V,8,0.01,0.12,0.15,2,0.75,0.090958229287141
V,8,0.01,0.12,0.15,3,0.125,0.038535562926632
V,8,0.01,0.12,0.15,3,0.5,0.13309934034375
V,8,0.01,0.12,0.15,2,0.375,0.137975377263952
V,8,0.01,0.12,0.15,2,0.625,0.219309576996868
V,8,0.01,0.12,0.15,3,0.625,0.193480742604316
V,8,0.01,0.12,0.15,3,0.625,0.219676580145679
V,8,0.01,0.12,0.15,4,0,0.049790568024967
V,8,0.01,0.12,0.15,3,0,0.123035688731743
V,8,0.01,0.12,0.15,3,0.125,0.042080115590601
V,8,0.01,0.12,0.15,5,0.125,0.064195031153044
V,8,0.01,0.12,0.15,4,0.375,0.056330357469904
V,8,0.01,0.12,0.15,3,0.125,0.030505184166194
V,8,0.01,0.12,0.15,3,0.125,0.108714691678244
V,8,0.01,0.12,0.15,2,0.75,0.352051890210231
V,8,0.01,0.12,0.15,2,0.5,0.17809981118734
V,8,0.01,0.12,0.15,4,0.125,0.141242237964821
V,8,0.01,0.12,0.15,3,0.125,0.046204754557828
V,8,0.01,0.12,0.15,2,0.5,0.277811597772937
V,8,0.01,0.12,0.15,4,0.375,0.05266148800505
V,8,0.01,0.12,0.15,2,0.375,0.097603957671798
V,8,0.01,0.12,0.15,4,0.125,0.318891498104834
V,8,0.01,0.12,0.15,3,0.25,0.132460280905415
V,8,0.01,0.12,0.15,2,0.5,0.207284233162668
V,8,0.01,0.12,0.15,4,0.125,0.0549996105064
V,8,0.01,0.12,0.15,2,0.375,0.097066754917524
V,8,0.01,0.12,0.15,3,0.5,0.179237745183505
V,8,0.01,0.12,0.15,2,0.5,0.110368775107705
V,8,0.01,0.12,0.15,3,0.5,0.28518538977574
V,8,0.01,0.12,0.15,4,0.25,0.126714969075834
V,8,0.01,0.12,0.15,3,0.5,0.070958298711655
V,8,0.01,0.12,0.15,1,1,0.169199630986546
V,8,0.01,0.12,0.15,3,0.25,0.111000609110947
V,8,0.01,0.12,0.15,3,0.125,0.030707738926827
V,8,0.01,0.12,0.15,4,0.25,0.139137597610815
V,8,0.01,0.12,0.15,2,0.5,0.314709085731765
V,8,0.01,0.12,0.15,3,0.125,0.045134915744883
V,8,0.01,0.12,0.15,3,0.625,0.350202082865009
V,8,0.01,0.12,0.15,4,0.125,0.036532909955712
V,8,0.01,0.12,0.15,3,0.25,0.04808490842233
V,8,0.01,0.12,0.15,3,0.25,0.298520333658589
V,8,0.01,0.12,0.15,3,0.5,0.186466192036672
V,8,0.01,0.12,0.15,5,0,0.038644379712685
V,8,0.01,0.12,0.15,3,0.375,0.074041010620747
V,8,0.01,0.12,0.15,4,0.5,0.119449196522135
